time,time,time,0,q,p1,p2,p3
1592012647.369887,0.0,0.0,0.0,-0.6551091838790024,0.00472818855972474,-0.027752824129782146,0.7550095244232511
1592012647.379887,0.0,0.0,0.0,-0.6551155543013488,0.00474060628664254,-0.02774459810259132,0.7550042214557691
1592012647.389887,0.0,0.0,0.0,-0.6551192095868351,0.004738566861857403,-0.027740702430801383,0.7550012057077088
1592012647.399887,0.0,0.0,0.0,-0.6551247833452083,0.00475168709887088,-0.027726918801989752,0.7549967931390977
1592012647.409887,0.0,0.0,0.0,-0.6551221597312396,0.004754929879548418,-0.02771907565509508,0.7549993372787571
1592012647.419887,0.0,0.0,0.0,-0.6551250884130259,0.004748657623371955,-0.02771697275066594,0.7549969126937687
1592012647.429887,0.0,0.0,0.0,-0.6551264339902394,0.004747650014022509,-0.027718687123324714,0.7549956885213466
1592012647.439887,0.0,0.0,0.0,-0.6551287116468871,0.004750702298824436,-0.027722380278541743,0.7549935573378084
1592012647.449887,0.0,0.0,0.0,-0.655134040523311,0.004758307237230156,-0.027724538995736542,0.7549888061172632
1592012647.459887,0.0,0.0,0.0,-0.6551376611121766,0.004766043775894539,-0.027723678464141192,0.7549856471795847
1592012647.469887,0.0,0.0,0.0,-0.6551392487826335,0.00476810909785106,-0.02772453864424955,0.7549842248584339
1592012647.479887,0.0,0.0,0.0,-0.6551378543680039,0.004762860724638102,-0.027726946180538867,0.7549853795786998
1592012647.489887,0.0,0.0,0.0,-0.6551412262966703,0.004764523998284724,-0.027727133206476236,0.7549824361739286
1592012647.499887,0.0,0.0,0.0,-0.6551444515789986,0.004771955918696269,-0.027725394727416603,0.7549796543414827
1592012647.509887,0.0,0.0,0.0,-0.6551422468798427,0.00477817509698616,-0.027724435038834167,0.7549815633937579
1592012647.519887,0.0,0.0,0.0,-0.6551424109298022,0.004787848139126562,-0.02772491434677207,0.7549813421698508
1592012647.529887,0.0,0.0,0.0,-0.6551441378510777,0.004792469360778539,-0.02772337112186604,0.7549798709637647
1592012647.539887,0.0,0.0,0.0,-0.6551458777245929,0.004790259203193459,-0.027725905986373065,0.7549782820928964
1592012647.549887,0.0,0.0,0.0,-0.6551491102691742,0.00479030342154348,-0.027722294346641856,0.7549756093105038
1592012647.559887,0.0,0.0,0.0,-0.655156326961607,0.004805004184953649,-0.02773198644878245,0.7549688972642278
1592012647.569887,0.0,0.0,0.0,-0.6551632994667432,0.004814822841500002,-0.02774378696468651,0.7549623505643296
1592012647.579887,0.0,0.0,0.0,-0.655167652338341,0.004820153526699712,-0.02775348949179493,0.7549581823813185
1592012647.589887,0.0,0.0,0.0,-0.6551663900596016,0.004827089603765583,-0.027767041324457866,0.7549587352665399
1592012647.599887,0.0,0.0,0.0,-0.6551647342014333,0.004832019002926701,-0.027772334136876187,0.7549599460031614
1592012647.609887,0.0,0.0,0.0,-0.6551648163688834,0.0048359335272188725,-0.02777120393700183,0.7549598912257589
1592012647.6198869,0.0,0.0,0.0,-0.6551687276813992,0.004843433755302213,-0.027762949411843072,0.7549567524063694
1592012647.6298869,0.0,0.0,0.0,-0.6551687094827401,0.004844690716699243,-0.02776761998997527,0.7549565883610974
1592012647.6398869,0.0,0.0,0.0,-0.6551635279138531,0.004839015275964534,-0.027789412324573663,0.7549603194620982
1592012647.6498868,0.0,0.0,0.0,-0.655163193960806,0.0048384087454313605,-0.02779541798605284,0.7549603921714501
1592012647.6598868,0.0,0.0,0.0,-0.6551657262993223,0.004841264638292332,-0.027787807971174607,0.7549584564503301
1592012647.6698868,0.0,0.0,0.0,-0.6551637791546141,0.004841247881987786,-0.027787823418170758,0.7549601457509214
1592012647.6798868,0.0,0.0,0.0,-0.6551657557433764,0.004836266651664765,-0.027794300335548198,0.7549582239135145
1592012647.6898868,0.0,0.0,0.0,-0.6551701325376788,0.004834430005904293,-0.02780383334400465,0.7549540863654649
1592012647.6998868,0.0,0.0,0.0,-0.6551684140576131,0.004826827885097012,-0.027810840147677603,0.7549553682919156
1592012647.7098868,0.0,0.0,0.0,-0.6551649052640781,0.004828793213077635,-0.027809426767697067,0.7549584527961817
1592012647.7198868,0.0,0.0,0.0,-0.655168868606605,0.004827507867065151,-0.027793964870209083,0.7549555908673304
1592012647.7298868,0.0,0.0,0.0,-0.6551647158807252,0.004822114362515114,-0.0277770218296176,0.7549598527654419
1592012647.7398868,0.0,0.0,0.0,-0.6551580316264188,0.004814863335092461,-0.02776667510513334,0.7549660803065369
1592012647.7498868,0.0,0.0,0.0,-0.6551630320677706,0.004814072921290641,-0.027751391699895767,0.7549623077463109
1592012647.7598867,0.0,0.0,0.0,-0.6551738817033208,0.004823197894463948,-0.02772191727742789,0.7549539169787717
1592012647.7698867,0.0,0.0,0.0,-0.6551752064420662,0.004821503417184156,-0.02771439226315638,0.7549530544486659
1592012647.7798867,0.0,0.0,0.0,-0.6551704588527756,0.004815375371382512,-0.02771682475392607,0.7549571243598824
1592012647.7898867,0.0,0.0,0.0,-0.6551719285107757,0.004813758647872658,-0.02771246916317133,0.7549560191548491
1592012647.7998867,0.0,0.0,0.0,-0.6551770383339004,0.004812748934302079,-0.027705958490711367,0.7549518300666278
1592012647.8098867,0.0,0.0,0.0,-0.6551756281933068,0.004816093729300756,-0.027703288835463608,0.7549531304741182
1592012647.8198867,0.0,0.0,0.0,-0.6551703569379557,0.004820780123700015,-0.027697576313625044,0.7549578847058376
1592012647.8298867,0.0,0.0,0.0,-0.6551661201313338,0.0048213046233918,-0.027691700582361305,0.7549617737115214
1592012647.8398867,0.0,0.0,0.0,-0.6551632051224844,0.004821485480844736,-0.027691820373526285,0.75496429783852
1592012647.8498867,0.0,0.0,0.0,-0.6551671116011631,0.004814601445714455,-0.02767182869487036,0.7549616846846352
1592012647.8598866,0.0,0.0,0.0,-0.6551736062123829,0.004803993938115408,-0.027660316577432294,0.754956537941612
1592012647.8698866,0.0,0.0,0.0,-0.6551782361661617,0.004808242554651495,-0.02765463895556208,0.7549527006527766
1592012647.8798866,0.0,0.0,0.0,-0.6551822455336505,0.004829631463378298,-0.02764457609952401,0.7549494529985149
1592012647.8898866,0.0,0.0,0.0,-0.6551899856993363,0.004809919270356518,-0.027622271982867548,0.7549436782419026
1592012647.8998866,0.0,0.0,0.0,-0.6551923046892204,0.0048256928783646635,-0.02762587287528866,0.7549414332617123
1592012647.9098866,0.0,0.0,0.0,-0.6551927643064982,0.004831736210416397,-0.027609562677210514,0.7549415920538628
1592012647.9198866,0.0,0.0,0.0,-0.6551956385030887,0.004841520679577508,-0.027609955835277207,0.7549390206571072
1592012647.9298866,0.0,0.0,0.0,-0.6551985938028857,0.004833915158852844,-0.02759654465599596,0.7549369951355166
1592012647.9398866,0.0,0.0,0.0,-0.6551985631566498,0.004838417686889626,-0.027601673477999304,0.7549368053531053
1592012647.9498866,0.0,0.0,0.0,-0.655201279306406,0.004845866307132653,-0.027573419652421972,0.7549354327696973
1592012647.9598866,0.0,0.0,0.0,-0.6551996298139243,0.004843745040695632,-0.02756266703055003,0.7549372705109565
1592012647.9698865,0.0,0.0,0.0,-0.655195661992687,0.004831808673109757,-0.02755001355060053,0.7549412525942004
1592012647.9798865,0.0,0.0,0.0,-0.655194244854857,0.004822668838271536,-0.02754526106047268,0.7549427143044123
1592012647.9898865,0.0,0.0,0.0,-0.6551914571718043,0.004811785059391224,-0.027542332398862637,0.7549453100023905
1592012647.9998865,0.0,0.0,0.0,-0.6551878340261785,0.004812626826375019,-0.027551605045082216,0.7549481106199778
1592012648.0098865,0.0,0.0,0.0,-0.6551843240895663,0.004802410467095093,-0.027570741744721163,0.7549505232073379
1592012648.0198865,0.0,0.0,0.0,-0.6551882285225374,0.0048041124777721,-0.027570662138255486,0.7549471267723066
1592012648.0298865,0.0,0.0,0.0,-0.6551934192046184,0.004801381295269241,-0.0275601384276379,0.7549430235501423
1592012648.0398865,0.0,0.0,0.0,-0.6551942715821408,0.004784208136401272,-0.027547995167020205,0.7549428360983488
1592012648.0498865,0.0,0.0,0.0,-0.6551987846591284,0.004778075809863173,-0.027541120446397126,0.7549392089798991
1592012648.0598865,0.0,0.0,0.0,-0.6552047775716536,0.004772966081807752,-0.027523044401777587,0.7549346993341912
1592012648.0698864,0.0,0.0,0.0,-0.6552049244670449,0.004775035987404007,-0.027517941690164943,0.7549347447756618
1592012648.0798864,0.0,0.0,0.0,-0.6552156062591876,0.004770134837536678,-0.027507930295332907,0.7549258697775203
1592012648.0898864,0.0,0.0,0.0,-0.6552211142419362,0.004782056516952819,-0.027507256817438198,0.7549210383443937
1592012648.0998864,0.0,0.0,0.0,-0.6552295011568087,0.004792645731053418,-0.027505633260162053,0.754913751015609
1592012648.1098864,0.0,0.0,0.0,-0.6552297784359731,0.0047993409383998145,-0.02749841593690314,0.7549137307349275
1592012648.1198864,0.0,0.0,0.0,-0.6552274479527644,0.0048092672605974315,-0.02747812591116692,0.7549164290774654
1592012648.1298864,0.0,0.0,0.0,-0.655225215972927,0.004812773894650598,-0.02746880507547689,0.7549186832400347
1592012648.1398864,0.0,0.0,0.0,-0.6552272046368206,0.0048125495540644785,-0.027468803042883586,0.7549169586974855
1592012648.1498864,0.0,0.0,0.0,-0.655230427667633,0.0048163822794144205,-0.02746239041804622,0.7549143700852812
1592012648.1598864,0.0,0.0,0.0,-0.6552303936943052,0.0048038490474012095,-0.027454332667116436,0.7549147724745536
1592012648.1698864,0.0,0.0,0.0,-0.6552326401663099,0.004804665988037901,-0.027444041136055846,0.7549131917172089
1592012648.1798863,0.0,0.0,0.0,-0.6552373168718932,0.004801361873616009,-0.02744700718108518,0.7549090457011605
1592012648.1898863,0.0,0.0,0.0,-0.655243094867667,0.004802198196339263,-0.02744870477729642,0.7549039635093598
1592012648.1998863,0.0,0.0,0.0,-0.655242879260417,0.004794762941795729,-0.027454581328920622,0.7549039841447248
1592012648.2098863,0.0,0.0,0.0,-0.6552430520877518,0.0047995991917141574,-0.02746891878787107,0.7549032819079605
1592012648.2198863,0.0,0.0,0.0,-0.655245224052614,0.004797358353847505,-0.02747111466205761,0.7549013310126256
1592012648.2298863,0.0,0.0,0.0,-0.6552338128427962,0.004818649504313164,-0.027485804592433178,0.7549105653427075
1592012648.2398863,0.0,0.0,0.0,-0.6552337182012101,0.004820000554764123,-0.027491413740668987,0.7549104346111677
1592012648.2498863,0.0,0.0,0.0,-0.6552336756689644,0.004823642522568374,-0.027498436885942893,0.7549101924802303
1592012648.2598863,0.0,0.0,0.0,-0.6552356731573942,0.004821328998879234,-0.02750023280654537,0.7549084080874323
1592012648.2698863,0.0,0.0,0.0,-0.6552406630397902,0.004830676209225103,-0.027512196864815187,0.7549035813111801
1592012648.2798862,0.0,0.0,0.0,-0.6552378546984967,0.004835168302737656,-0.02751784418495169,0.7549057842961018
1592012648.2898862,0.0,0.0,0.0,-0.65524297735233,0.004799955852500724,-0.027562435678792303,0.75489993587728
1592012648.2998862,0.0,0.0,0.0,-0.6552429359243198,0.004804463985000575,-0.02756799799071266,0.7548997400324992
1592012648.3098862,0.0,0.0,0.0,-0.6552429535270369,0.004811525375786398,-0.027573221396111475,0.7548994890071828
1592012648.3198862,0.0,0.0,0.0,-0.6552451097739326,0.004820047795578619,-0.027574604268455455,0.7548975125362595
1592012648.3298862,0.0,0.0,0.0,-0.6552479439874642,0.004822305126469851,-0.027573827613078028,0.7548950664097523
1592012648.3398862,0.0,0.0,0.0,-0.6552456345803029,0.004820030984098536,-0.027579928349766168,0.7548968626227451
1592012648.3498862,0.0,0.0,0.0,-0.6552398057385245,0.004820189334958248,-0.027603909617045654,0.7549010444370984
1592012648.3598862,0.0,0.0,0.0,-0.6552393610115592,0.004823269299081839,-0.027611812277652872,0.7549011217841591
1592012648.3698862,0.0,0.0,0.0,-0.6552377831897019,0.004818389180333329,-0.02760062267411271,0.7549029315575403
1592012648.3798862,0.0,0.0,0.0,-0.655247237356617,0.004818422100106162,-0.027583175058590658,0.754895363078598
1592012648.3898861,0.0,0.0,0.0,-0.6552454382970331,0.00481807785479609,-0.027586394993536247,0.7548968091869164
1592012648.3998861,0.0,0.0,0.0,-0.6552439701971813,0.00480735432752087,-0.02761166045904867,0.7548972280925214
1592012648.4098861,0.0,0.0,0.0,-0.6552461316347383,0.004805785868762254,-0.02761492322046959,0.7548952426747659
1592012648.419886,0.0,0.0,0.0,-0.655251905631352,0.0047993635098154625,-0.027621524808462923,0.7548900301631581
1592012648.429886,0.0,0.0,0.0,-0.6552494635271822,0.004796772667858107,-0.02762791119058889,0.754891932680135
1592012648.439886,0.0,0.0,0.0,-0.655253314768724,0.004768166728292178,-0.0276285870173095,0.7548887462605957
1592012648.449886,0.0,0.0,0.0,-0.655253438196827,0.0047655394834926375,-0.02762635599792344,0.7548887373756383
1592012648.459886,0.0,0.0,0.0,-0.6552582932291219,0.0047598049738089955,-0.02762066740136581,0.7548847674575565
1592012648.469886,0.0,0.0,0.0,-0.6552560130694502,0.004753702450689821,-0.027618219596149306,0.7548868746956834
1592012648.479886,0.0,0.0,0.0,-0.6552605700681418,0.004756570072216689,-0.027613146602848266,0.7548830866348538
1592012648.489886,0.0,0.0,0.0,-0.6552596692357537,0.004753918200098703,-0.027611097595748094,0.7548839602254191
1592012648.499886,0.0,0.0,0.0,-0.6552502708607189,0.004749997371948169,-0.027614786951246823,0.7548920079062337
1592012648.509886,0.0,0.0,0.0,-0.6552503756022825,0.004752409034078565,-0.027612172961254244,0.7548919974267657
1592012648.519886,0.0,0.0,0.0,-0.6552493033787532,0.0047524437779586,-0.02759954795433367,0.7548933895644006
1592012648.529886,0.0,0.0,0.0,-0.6552445816862456,0.0047523239708342525,-0.027588855296187296,0.7548978796141458
1592012648.539886,0.0,0.0,0.0,-0.6552475844711461,0.004752290066431715,-0.02758564700884587,0.7548953906651219
1592012648.549886,0.0,0.0,0.0,-0.6552527719612499,0.0047391720834279874,-0.027583597377054823,0.754891045214748
1592012648.559886,0.0,0.0,0.0,-0.6552544004283639,0.004733833966174156,-0.027585210552292426,0.7548896062944173
1592012648.569886,0.0,0.0,0.0,-0.6552589383716121,0.004729882198292138,-0.02758280488444765,0.7548857799457253
1592012648.579886,0.0,0.0,0.0,-0.6552597081995487,0.004729783927772393,-0.02757465210516077,0.7548854101754389
1592012648.589886,0.0,0.0,0.0,-0.655249267249754,0.0047202700610490325,-0.027571138406738888,0.7548946609588764
1592012648.599886,0.0,0.0,0.0,-0.6552425296016084,0.004714267142188731,-0.027568471372168998,0.754900644087192
1592012648.609886,0.0,0.0,0.0,-0.6552355466218455,0.004701452163411707,-0.027576093140817097,0.7549065067126174
1592012648.619886,0.0,0.0,0.0,-0.6552375662535481,0.004701162840746559,-0.027576047640344173,0.7549047571933641
1592012648.629886,0.0,0.0,0.0,-0.6552381758578102,0.0047097260227584176,-0.027590788911560252,0.7549036360561873
1592012648.639886,0.0,0.0,0.0,-0.6552397869506665,0.004705707198770364,-0.02759732640689448,0.7549020237568748
1592012648.649886,0.0,0.0,0.0,-0.6552457516103344,0.004704802940529468,-0.027599564965339454,0.7548967703175506
1592012648.659886,0.0,0.0,0.0,-0.65524587694032,0.004710012825944679,-0.02759813042995385,0.7548966814874826
1592012648.6698859,0.0,0.0,0.0,-0.6552351478223893,0.004725120803254779,-0.027615532123322153,0.7549052633657926
1592012648.6798859,0.0,0.0,0.0,-0.655234937717498,0.004723513493163951,-0.02762596309631651,0.7549050741386664
1592012648.6898859,0.0,0.0,0.0,-0.6552348096601693,0.0047202801426860334,-0.02763002366868714,0.7549050569065424
1592012648.6998858,0.0,0.0,0.0,-0.655235531862663,0.004714811020982129,-0.02763481170375466,0.7549042889408402
1592012648.7098858,0.0,0.0,0.0,-0.6552387336410307,0.004703470229606584,-0.027644682408582127,0.754901219257517
1592012648.7198858,0.0,0.0,0.0,-0.655243460840385,0.0046986085881189025,-0.027639829602679963,0.7548973240869786
1592012648.7298858,0.0,0.0,0.0,-0.6552417791787695,0.0046920713420140195,-0.027636644750005525,0.7548989410053765
1592012648.7398858,0.0,0.0,0.0,-0.6552455916347751,0.0046836559589685444,-0.027639538360327988,0.7548955781537802
1592012648.7498858,0.0,0.0,0.0,-0.655250001410559,0.004689343509774504,-0.02764055674064949,0.7548916778578845
1592012648.7598858,0.0,0.0,0.0,-0.6552566520470439,0.004701002662055827,-0.02763341104609397,0.7548860941154558
1592012648.7698858,0.0,0.0,0.0,-0.6552593336698287,0.0047072393592602,-0.027638191223217114,0.7548835525398866
1592012648.7798858,0.0,0.0,0.0,-0.6552598325091449,0.004712865796139606,-0.027656439550437555,0.7548824161005043
1592012648.7898858,0.0,0.0,0.0,-0.6552580936560626,0.004711698837860785,-0.0276518080588114,0.7548841024229639
1592012648.7998857,0.0,0.0,0.0,-0.6552684803751682,0.004708460132109199,-0.027660626520163337,0.7548747835031901
1592012648.8098857,0.0,0.0,0.0,-0.6552648930882424,0.004708323480629966,-0.027660690393219566,0.7548778959375684
1592012648.8198857,0.0,0.0,0.0,-0.6552592301938537,0.004717894410174155,-0.027652450501706345,0.7548830536557579
1592012648.8298857,0.0,0.0,0.0,-0.6552593286064283,0.004724019659347776,-0.02765324990261773,0.7548829006393976
1592012648.8398857,0.0,0.0,0.0,-0.6552688909893253,0.004732502034014945,-0.02766363531580233,0.754874166456056
1592012648.8498857,0.0,0.0,0.0,-0.6552713805557708,0.0047307060259479715,-0.027669778027031477,0.7548717915083661
1592012648.8598857,0.0,0.0,0.0,-0.6552720756907243,0.004733237930692585,-0.027677067636959016,0.7548709049932105
1592012648.8698857,0.0,0.0,0.0,-0.6552740849143205,0.004733019971503825,-0.02767711137273584,0.7548691606274633
1592012648.8798857,0.0,0.0,0.0,-0.655274733332045,0.004732700092459074,-0.02768777415961548,0.7548682087339224
1592012648.8898857,0.0,0.0,0.0,-0.6552769502484479,0.004738273273100786,-0.027690148765071938,0.7548661622409982
1592012648.8998857,0.0,0.0,0.0,-0.6552770607436503,0.004746573469282877,-0.027700461977293256,0.754865635790675
1592012648.9098856,0.0,0.0,0.0,-0.6552770947493338,0.004741823648345713,-0.027695398185287542,0.7548658219321568
1592012648.9198856,0.0,0.0,0.0,-0.6552928513384507,0.004734448334207553,-0.027690891196861567,0.7548523554359725
1592012648.9298856,0.0,0.0,0.0,-0.6552895943691847,0.004725517427180254,-0.0276986559104095,0.7548549538979891
1592012648.9398856,0.0,0.0,0.0,-0.655289105619729,0.004723953585113719,-0.027694931285166327,0.7548555246508296
1592012648.9498856,0.0,0.0,0.0,-0.6552887268151101,0.004709686155668928,-0.027694706949277993,0.7548559508743161
1592012648.9598856,0.0,0.0,0.0,-0.6552870211917521,0.0047080238272628385,-0.027696223151761384,0.7548573862577113
1592012648.9698856,0.0,0.0,0.0,-0.6552860607949672,0.004703244098440996,-0.02770695498423436,0.7548578559337352
1592012648.9798856,0.0,0.0,0.0,-0.6552851029736517,0.004696397673351239,-0.02772267901432159,0.7548581527187301
1592012648.9898856,0.0,0.0,0.0,-0.6552809057794797,0.004695161965971805,-0.02772988567098884,0.7548615392284778
1592012648.9998856,0.0,0.0,0.0,-0.6552843491116892,0.004696359486704405,-0.027732474504708865,0.7548584475673151
1592012649.0098855,0.0,0.0,0.0,-0.6552855821896294,0.004695517362552114,-0.0277425201404936,0.7548570132588904
1592012649.0198855,0.0,0.0,0.0,-0.6552876407853763,0.004693508651756628,-0.0277403810315456,0.7548553173065017
1592012649.0298855,0.0,0.0,0.0,-0.6552889986678331,0.00470455965840477,-0.027718904777158316,0.7548548586711373
1592012649.0398855,0.0,0.0,0.0,-0.6552910237196107,0.00470822928352883,-0.027715526830505564,0.7548532018685676
1592012649.0498855,0.0,0.0,0.0,-0.6552872223685547,0.004697613933886201,-0.02772417693893316,0.754856250309995
1592012649.0598855,0.0,0.0,0.0,-0.6552834266334754,0.004692134056439687,-0.027718001901774945,0.7548598061876882
1592012649.0698855,0.0,0.0,0.0,-0.6552909927780178,0.004688226489820674,-0.02770757758528318,0.7548536450434232
1592012649.0798855,0.0,0.0,0.0,-0.6552919984578776,0.004696697702782011,-0.027704145490618035,0.7548528453224743
1592012649.0898855,0.0,0.0,0.0,-0.6552879109677138,0.004697224442290445,-0.027718301436209757,0.7548558707047053
1592012649.0998855,0.0,0.0,0.0,-0.6552937088227043,0.004688766320360266,-0.027734745067096212,0.7548502861180586
1592012649.1098855,0.0,0.0,0.0,-0.6552942797806219,0.004684640076049353,-0.027737697386009393,0.7548497076717916
1592012649.1198854,0.0,0.0,0.0,-0.6552963862540857,0.004683490178665354,-0.027736987548360018,0.7548479122322129
1592012649.1298854,0.0,0.0,0.0,-0.6552919711729,0.004678555988766358,-0.027731379465415335,0.7548519816592076
1592012649.1398854,0.0,0.0,0.0,-0.6552957449461978,0.004682499797432123,-0.027721678479560263,0.7548490374682651
1592012649.1498854,0.0,0.0,0.0,-0.6552987877719106,0.004685322693059663,-0.02771386960719622,0.7548466651662383
1592012649.1598854,0.0,0.0,0.0,-0.655299185179182,0.004691720063450254,-0.027719111653199537,0.7548460879629181
1592012649.1698854,0.0,0.0,0.0,-0.6552958682793892,0.004693279827468295,-0.027717638979840434,0.7548490118021839
1592012649.1798854,0.0,0.0,0.0,-0.6552942179860256,0.004693000496840302,-0.027727877905824247,0.7548500701451855
1592012649.1898854,0.0,0.0,0.0,-0.6553018131220619,0.0046926580044797436,-0.02772515567352509,0.754843578744712
1592012649.1998854,0.0,0.0,0.0,-0.6553052747382511,0.004688045476386889,-0.027719276320502074,0.7548408182152873
1592012649.2098854,0.0,0.0,0.0,-0.6553052974483862,0.00468539730765162,-0.027716646433121408,0.7548409115145178
1592012649.2198853,0.0,0.0,0.0,-0.6553057835728882,0.0046893512232032775,-0.027704908307810406,0.7548408958539946
1592012649.2298853,0.0,0.0,0.0,-0.6553108726890778,0.004697064214800039,-0.027705860345985142,0.754836394873213
1592012649.2398853,0.0,0.0,0.0,-0.6553147176744031,0.004692744653369264,-0.02770228295099229,0.7548332149913487
1592012649.2498853,0.0,0.0,0.0,-0.6553154811608088,0.00468813384395792,-0.027701282580684567,0.7548326175315372
1592012649.2598853,0.0,0.0,0.0,-0.6553204267843865,0.004677041837302019,-0.027700506785840785,0.7548284211941919
1592012649.2698853,0.0,0.0,0.0,-0.6553226781758617,0.004676901181722868,-0.02770072421826051,0.7548264594854917
1592012649.2798853,0.0,0.0,0.0,-0.65532831842944,0.004676999707484856,-0.027702516799135612,0.7548214963050193
1592012649.2898853,0.0,0.0,0.0,-0.6553242054191936,0.004683951855056356,-0.027711874825103736,0.7548246805302082
1592012649.2998853,0.0,0.0,0.0,-0.655324972092012,0.004690081869978383,-0.027716387274783677,0.7548238111897239
1592012649.3098853,0.0,0.0,0.0,-0.6553290318185586,0.004690847298814409,-0.02771593604612499,0.7548202984038951
1592012649.3198853,0.0,0.0,0.0,-0.6553326725171008,0.004691154422360879,-0.027709788186438423,0.7548173613693767
1592012649.3298852,0.0,0.0,0.0,-0.6553341164474971,0.00471759603342261,-0.02770488440621275,0.7548161229648312
1592012649.3398852,0.0,0.0,0.0,-0.6553340605742279,0.0047095267686806715,-0.027701887773580496,0.7548163318319137
1592012649.3498852,0.0,0.0,0.0,-0.6553312669733479,0.004702054394365452,-0.027700921283438647,0.7548188392997227
1592012649.3598852,0.0,0.0,0.0,-0.6553347591153824,0.00469200962275,-0.027701474474305765,0.7548158496295315
1592012649.3698852,0.0,0.0,0.0,-0.6553295795790126,0.004683271334678363,-0.027693533225144232,0.754820692155203
1592012649.3798852,0.0,0.0,0.0,-0.6553377642951073,0.004679276625442485,-0.02767216538955496,0.7548143944622747
1592012649.3898852,0.0,0.0,0.0,-0.6553415508699055,0.0046676244668492186,-0.027645788754209984,0.7548121455908446
1592012649.3998852,0.0,0.0,0.0,-0.6553388881200276,0.004663678615762798,-0.02762422809072341,0.7548152712538785
1592012649.4098852,0.0,0.0,0.0,-0.6553388697021681,0.00466394012398086,-0.027616985405455007,0.7548155507274453
1592012649.4198852,0.0,0.0,0.0,-0.6553401522276268,0.004655492860107305,-0.02761922891144883,0.7548144072142798
1592012649.4298851,0.0,0.0,0.0,-0.6553363268995785,0.004642712638199125,-0.027620550947132942,0.7548177588127911
1592012649.4398851,0.0,0.0,0.0,-0.6553347499342894,0.004644940936916578,-0.027623778545633134,0.7548189961209956
