time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_z,ori_y,ori_x,q,p1,p2,p3,A0,A1,A2
1589541562.1527686,-0.34,-4.16,8.83,0.5611111111111111,0.28444444444444444,-0.67,-0.006544984694978735,-0.014180800172453926,0.0,4.696026518647243,-0.039269908169872414,0.4319689898685966,-0.1612954227153161,-0.15078228594045118,0.7161253075614684,0.6621276559151202,0.34953162930465587,0.2909449891581246,0.16192263455294914
1589541562.1653106,-0.3,-4.19,8.91,0.5733333333333334,0.27,-0.67,-0.01308996938995747,-0.014180800172453926,-0.0032724923474893677,4.696026518647243,-0.039269908169872414,0.4319689898685966,-0.1613111857758728,-0.15082222280752278,0.7161145758065521,0.6621263268956928,0.3248417572103921,0.2876789338815911,0.16303326801599152
1589541562.1715555,-0.3,-4.19,8.93,0.5733333333333334,0.27,-0.67,-0.01308996938995747,-0.004363323129985824,-0.0032724923474893677,4.696026518647243,-0.039269908169872414,0.4319689898685966,-0.16141629025391666,-0.150815863513552,0.7160907876744389,0.6621278882218499,0.3248417572103921,0.2876789338815911,0.16303326801599152
1589541562.18548,-0.32,-4.21,8.75,0.5733333333333334,0.27,-0.67,-0.009817477042468103,0.011999138607461015,0.0,4.696026518647243,-0.039269908169872414,0.4319689898685966,-0.16143792657715458,-0.15082902028830852,0.7160858704849138,0.6621249342784196,0.33136596019053416,0.2779605947898692,0.16303326801599152
1589541562.1920192,-0.29,-4.18,8.77,0.5733333333333334,0.27,-0.67,-0.007635815477475192,0.002181661564992912,0.0,4.696026518647243,-0.039269908169872414,0.4319689898685966,-0.16144068008326654,-0.1508351967540747,0.7160996865614907,0.662107913516329,0.33136596019053416,0.2779605947898692,0.16303326801599152
1589541562.2047026,-0.31,-4.19,8.81,0.5733333333333334,0.27,-0.67,-0.001090830782496456,-0.001090830782496456,0.0032724923474893677,4.696026518647243,-0.039269908169872414,0.4319689898685966,-0.1614302506865535,-0.1508399008745966,0.716102048185248,0.6621068305434639,0.3593288242735007,0.27496052092173096,0.1607687331625203
1589541562.2115116,-0.35,-4.18,8.8,0.5688888888888889,0.27,-0.6555555555555556,0.001090830782496456,-0.0032724923474893677,0.0,4.696026518647243,-0.039269908169872414,0.4319689898685966,-0.16138985248802612,-0.15088402367498038,0.7161111464126012,0.6620967851433589,0.3593288242735007,0.27496052092173096,0.1607687331625203
1589541562.2208517,-0.31,-4.18,8.76,0.5688888888888889,0.27,-0.6555555555555556,-0.001090830782496456,-0.01308996938995747,0.0,4.696026518647243,-0.038179077387375956,0.4319689898685966,-0.16136248064346123,-0.15090269638218176,0.7161100694396263,0.6621003658905115,0.33337121366189926,0.27496052092173096,0.1607687331625203
1589541562.2303948,-0.28,-4.21,8.74,0.5688888888888889,0.27,-0.6555555555555556,0.001090830782496456,-0.006544984694978735,-0.002181661564992912,4.696026518647243,-0.038179077387375956,0.43305982065109305,-0.1613178715353067,-0.15090007424609925,0.7161239892822162,0.662096778341629,0.33337121366189926,0.2978707932085081,0.16019753058084096
1589541562.240467,-0.27,-4.18,8.72,0.5688888888888889,0.27,-0.6555555555555556,0.006544984694978735,-0.006544984694978735,0.001090830782496456,4.696026518647243,-0.038179077387375956,0.43305982065109305,-0.16122603859047113,-0.15090644551871688,0.7161310492808481,0.6621100584021073,0.36192406818273803,0.2978707932085081,0.16019753058084096
