time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_z,ori_y,ori_x,q,p1,p2,p3,A0,A1,A2
1589988417.1535394,-3.78,-0.76,8.79,0.3088888888888889,-0.3977777777777778,-0.6044444444444445,-0.002181661564992912,0.002181661564992912,0.0,3.2048608389745876,-0.409061543436171,0.09053895494720585,-0.1999817217061271,-0.02520378714575912,0.9780583930626534,0.0526674458908384,0.3723890828255631,0.39510843012815433,0.1277826025509433
1589988417.1602526,-3.77,-0.75,8.79,0.3088888888888889,-0.3977777777777778,-0.6044444444444445,-0.002181661564992912,0.001090830782496456,0.0,3.2048608389745876,-0.409061543436171,0.09053895494720585,-0.1999871907565016,-0.025205834391638742,0.9780565934897516,0.052679117087955266,0.3723890828255631,0.39510843012815433,0.1277826025509433
1589988417.1710527,-3.79,-0.75,8.89,0.3088888888888889,-0.3977777777777778,-0.6044444444444445,0.0,0.001090830782496456,-0.002181661564992912,3.2048608389745876,-0.409061543436171,0.09053895494720585,-0.1999720617598392,-0.02519465929680145,0.9780592694759732,0.05269221053023527,0.6495241027699631,0.3982094308317678,0.1277826025509433
1589988417.17766,-3.8,-0.76,8.95,0.3088888888888889,-0.39222222222222225,-0.5966666666666667,0.004363323129985824,-0.004363323129985824,-0.0032724923474893677,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.19995447448344686,-0.025191038184729054,0.978062612085538,0.05269863916306193,0.6495241027699631,0.3982094308317678,0.1292532014968994
1589988417.1883519,-3.79,-0.74,9.07,0.3088888888888889,-0.39222222222222225,-0.5966666666666667,0.001090830782496456,-0.0032724923474893677,-0.001090830782496456,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.1999443589386241,-0.025187690069014706,0.9780644642422328,0.05270424446061238,0.4275914443905159,0.3982094308317678,0.1292532014968994
1589988417.1974669,-3.8,-0.74,9.0,0.3088888888888889,-0.39222222222222225,-0.5966666666666667,0.001090830782496456,-0.002181661564992912,-0.001090830782496456,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.1999438872455705,-0.02517975245610469,0.9780646781668435,0.05270585680708361,0.4275914443905159,0.375164051001777,0.1371068530957331
1589988417.21229,-3.79,-0.73,9.03,0.3088888888888889,-0.39222222222222225,-0.5966666666666667,0.001090830782496456,0.0,0.0,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.19993829692691434,-0.025169956734102102,0.978065969587101,0.052707777752554176,0.3593288242735007,0.3723890828255631,0.14595021317447449
1589988417.2217052,-3.78,-0.72,9.02,0.3088888888888889,-0.39222222222222225,-0.5966666666666667,0.002181661564992912,-0.001090830782496456,0.0,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.19992703597411782,-0.025165080655364807,0.9780683517892645,0.052708616282768975,0.3593288242735007,0.3723890828255631,0.14595021317447449
1589988417.2319586,-3.78,-0.75,9.0,0.28888888888888886,-0.3977777777777778,-0.6044444444444445,0.001090830782496456,-0.002181661564992912,0.0,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.19992729849176671,-0.025172132548813106,0.9780680147516005,0.05271050730729012,0.27496052092173096,0.35199575785121906,0.14547335342966167
1589988417.2379534,-3.79,-0.75,8.96,0.28888888888888886,-0.3977777777777778,-0.6044444444444445,-0.002181661564992912,0.0,-0.001090830782496456,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.19991075517601967,-0.025192755281437895,0.9780704581661975,0.052718060556582604,0.27496052092173096,0.35199575785121906,0.14547335342966167
1589988417.2487626,-3.81,-0.76,8.81,0.28888888888888886,-0.3977777777777778,-0.6044444444444445,-0.0032724923474893677,-0.0032724923474893677,-0.002181661564992912,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.19991187159637128,-0.025212552913963383,0.9780699377623759,0.05271401726199983,0.29445862267704453,0.3051113371361419,0.14547335342966167
1589988417.2580345,-3.79,-0.75,8.86,0.28888888888888886,-0.3977777777777778,-0.6044444444444445,-0.004363323129985824,0.0,0.0,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.1998916570432948,-0.025225124783469128,0.9780746965871131,0.0526963605970164,0.29445862267704453,0.3051113371361419,0.1427181542581953
1589988417.271365,-3.77,-0.78,8.93,0.28888888888888886,-0.3977777777777778,-0.6044444444444445,-0.002181661564992912,-0.0032724923474893677,0.002181661564992912,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.19988249192211716,-0.025212945379694335,0.9780767556545559,0.05269873676421104,0.23303536992048876,0.34232915890069343,0.1436411163746438
1589988417.2792747,-3.77,-0.77,9.02,0.3022222222222222,-0.4122222222222222,-0.6111111111111112,0.0032724923474893677,-0.002181661564992912,0.0,3.208133331322077,-0.409061543436171,0.09053895494720585,-0.19989802611336127,-0.02516557518876529,0.9780732089979624,0.05272827345768847,0.23303536992048876,0.34232915890069343,0.1436411163746438
1589988417.2910266,-3.78,-0.73,9.02,0.3022222222222222,-0.4122222222222222,-0.6111111111111112,0.008726646259971648,0.0032724923474893677,-0.0032724923474893677,3.208133331322077,-0.40797071265367457,0.09053895494720585,-0.19992091435927198,-0.025134101672910716,0.9780680321095129,0.05275253074757148,0.29969651553482884,0.26883851941761866,0.1436411163746438
1589988417.2988818,-3.79,-0.73,8.99,0.3022222222222222,-0.4122222222222222,-0.6111111111111112,0.008726646259971648,0.006544984694978735,-0.004363323129985824,3.208133331322077,-0.40797071265367457,0.09053895494720585,-0.19994367829520537,-0.02507430308478635,0.9780642357068399,0.05276509893661681,0.29969651553482884,0.26883851941761866,0.1436411163746438
1589988417.311027,-3.81,-0.72,9.01,0.3022222222222222,-0.4122222222222222,-0.6111111111111112,0.009817477042468103,0.004363323129985824,0.0,3.208133331322077,-0.40797071265367457,0.09053895494720585,-0.19995856958420763,-0.02504875215734677,0.9780615542344447,0.052770508749677,0.23303536992048876,0.3470995556283895,0.1436411163746438
1589988417.326352,-3.79,-0.72,9.02,0.3022222222222222,-0.4122222222222222,-0.6111111111111112,0.0032724923474893677,0.002181661564992912,0.0,3.208133331322077,-0.40797071265367457,0.09053895494720585,-0.1999586360530685,-0.025048103801296368,0.9780617272797855,0.052767357279274535,0.250989107954587,0.33337121366189926,0.1431782449240873
1589988417.3322592,-3.79,-0.74,9.0,0.2966666666666667,-0.4122222222222222,-0.6044444444444445,0.0,0.0,0.001090830782496456,3.208133331322077,-0.40797071265367457,0.09053895494720585,-0.19997242101781226,-0.025082857865475663,0.9780583925602496,0.05276041902824226,0.250989107954587,0.33337121366189926,0.1431782449240873
1589988417.3433173,-3.8,-0.74,8.92,0.2966666666666667,-0.4122222222222222,-0.6044444444444445,-0.006544984694978735,0.002181661564992912,0.0,3.208133331322077,-0.40797071265367457,0.09053895494720585,-0.19998995172583045,-0.025104713004811353,0.9780544757210963,0.05275618556697987,0.22864012614037754,0.36192406818273803,0.1436411163746438
1589988417.3494039,-3.81,-0.74,8.83,0.2966666666666667,-0.4122222222222222,-0.6044444444444445,-0.007635815477475192,0.00545415391248228,0.0,3.208133331322077,-0.40797071265367457,0.09053895494720585,-0.19999913551469672,-0.02515046856455929,0.9780511115147112,0.05276194641211481,0.22864012614037754,0.36192406818273803,0.1436411163746438
