time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z
1590512679.8563228,-3.69,-0.76,9.09,0.29444444444444445,-0.3411111111111111,-0.6411111111111111,-0.004363323129985824,0.001090830782496456,0.0
1590512679.8663228,-3.661765695821927,-0.7223542610959027,8.958239913835659,0.29444444444444445,-0.3411111111111111,-0.6411111111111111,0.005902959576617608,-0.007122195382786288,0.002053256541320686
1590512679.8763227,-3.6674667679453097,-0.72,8.979867071781237,0.29444444444444445,-0.3411111111111111,-0.6411111111111111,0.0041014905988283005,-0.007635815477475192,-0.0002618325311575238
1590512679.8863227,-3.6746316897417213,-0.7153683102582786,8.971473241033115,0.29444444444444445,-0.3411111111111111,-0.6411111111111111,0.001756775423916566,-0.007130576502950924,-0.0005855918079721886
1590512679.8963227,-3.6731997679365693,-0.7168002320634307,8.946599883968284,0.2963333977953974,-0.3361998323986334,-0.6441334364726359,-0.0033380561083093062,-0.0035778237098149077,0.00037089512314547845
1590512679.9063227,-3.66,-0.7336805432274099,8.88111130836144,0.3,-0.32666666666666666,-0.65,-0.007408567133207557,0.0001742366406091221,0.000689345797619698
1590512679.9163227,-3.66,-0.7398854961832061,8.781832061068702,0.3,-0.32666666666666666,-0.65,-0.0033474349203326363,-0.003210040203453312,1.2490428807211294e-05
1590512679.9263227,-3.673620843672457,-0.7536208436724566,8.827672952853598,0.3,-0.32666666666666666,-0.65,-0.004758295903638139,-0.0025295905694149826,0.0
1590512679.9363227,-3.68,-0.7539365886287626,8.904570702341136,0.3,-0.32666666666666666,-0.65,-0.00346990718127682,-0.005488739450335345,-0.0013228311541369732
1590512679.9463227,-3.68,-0.7276903854819549,8.973464421777068,0.2969014424280493,-0.33038493575300754,-0.6611548072590226,-0.0003564604953494011,-0.008852616190570867,-0.002181661564992912
1590512679.9563227,-3.68,-0.7249398032594333,9.037349508148584,0.29444444444444445,-0.3333333333333333,-0.67,0.0027205105104795256,-0.01063231690645964,-0.001366821701001377
1590512679.9663227,-3.6718359265815708,-0.73,8.968359265815709,0.29444444444444445,-0.3333333333333333,-0.67,-0.0002897566906640632,-0.013579994603579632,-0.0019813930420348137
1590512679.9763227,-3.6611444765098926,-0.7388555234901074,9.011988664430751,0.29444444444444445,-0.3333333333333333,-0.67,-0.0020568185443094137,-0.012248824648828012,0.000716301720445961
1590512679.9863226,-3.6532856989555014,-0.7332856989555014,8.97971419373301,0.29444444444444445,-0.3333333333333333,-0.67,-0.002181661564992912,-0.006139805597631362,0.0003584141562677492
1590512679.9963226,-3.65,-0.7382537903988234,8.96,0.29444444444444445,-0.3232453672903269,-0.6525753313802615,-0.01388619679609638,0.006631345155752029,0.0009003488639310361
1590512680.0063226,-3.6963688833124215,-0.7554562944374739,8.998640736093686,0.29444444444444445,-0.3211111111111111,-0.6488888888888888,-0.0172054718252331,0.014627716874475477,-0.000595189393076067
1590512680.0163226,-3.691718235294118,-0.7417182352941176,8.872886764705882,0.29444444444444445,-0.3211111111111111,-0.6488888888888888,-0.004490789915246367,0.0033999591327499093,-9.371519751976906e-05
1590512680.0263226,-3.662132450961722,-0.721421633974481,8.86,0.29444444444444445,-0.3211111111111111,-0.6488888888888888,0.013953483169264681,-0.0018715091448315694,0.0020265853549122407
1590512680.0363226,-3.682082797974454,-0.7347218653163026,8.92624839392336,0.29444444444444445,-0.3211111111111111,-0.6488888888888888,0.008045052216694963,0.00022719801442556238,0.0005757551787139296
1590512680.0463226,-3.69,-0.7574911947981577,8.990812787862367,0.2821358258827779,-0.33277190764321624,-0.6495367109184503,0.0048181561221998705,-0.005269147120327639,-0.0006359977902824094
1590512680.0563226,-3.6956434268073064,-0.77,9.042573707229225,0.2733333333333333,-0.3411111111111111,-0.65,0.008672539706108689,-0.012895488882555865,0.0001403739535386487
1590512680.0663226,-3.6655190955466703,-0.7355190955466704,8.922076382186681,0.2733333333333333,-0.3411111111111111,-0.65,0.02516362980256491,-0.026555480550753716,-0.0007898108168041002
1590512680.0763226,-3.6540807538691964,-0.7240807538691962,8.905919246130804,0.2733333333333333,-0.3411111111111111,-0.65,0.0272707695624114,-0.027070221167177087,-0.0017365203713618383
1590512680.0863225,-3.6645462084216347,-0.7248487361405448,8.97788230596763,0.2733333333333333,-0.3411111111111111,-0.65,0.023568364115594827,-0.02141970320543649,-0.0016527465011619727
1590512680.0963225,-3.6649746303997452,-0.7350084565334182,9.039983086933164,0.28056777054827076,-0.33387667389617365,-0.6455480386369615,0.01854227837304659,-0.0141771103136676,-0.001090830782496456
1590512680.1063225,-3.6566358304137307,-0.74,9.02336416958627,0.2877777777777778,-0.32666666666666666,-0.6411111111111111,0.022520290177849813,-0.009103711374371576,-0.0003669739742240961
1590512680.1163225,-3.676045450177765,-0.7319772749111175,8.931750024022293,0.2877777777777778,-0.32666666666666666,-0.6411111111111111,0.025964251546064448,-0.008510959026121154,0.0008751435486459629
1590512680.1263225,-3.654062371768568,-0.7213541239228559,8.961875256462864,0.2877777777777778,-0.32666666666666666,-0.6411111111111111,0.02335058244993542,-0.01155600258995117,-0.0017385255474830672
1590512680.1363225,-3.6437857215498832,-0.707571443099766,8.963785721549884,0.2877777777777778,-0.32666666666666666,-0.6411111111111111,0.01816233807535122,-0.014032756474778597,-0.001503788942553718
1590512680.1463225,-3.6633206470028545,-0.7077735490009515,8.975547098001904,0.2817316841103711,-0.32666666666666666,-0.6471572047785178,0.005944041761519699,-0.007639967069416188,-0.00024286812854821182
1590512680.1563225,-3.661395172560817,-0.7186048274391832,8.893951725608169,0.28,-0.32666666666666666,-0.6488888888888888,0.002333851282616242,-0.01014735923684791,0.0009386410648731259
1590512680.1663225,-3.651643565733358,-0.72,8.788079223066939,0.28,-0.32666666666666666,-0.6488888888888888,0.0003585704190006661,-0.009996762251968438,-0.0007322603634957899
1590512680.1763225,-3.65,-0.72,8.803317719038287,0.28,-0.32666666666666666,-0.6488888888888888,-0.0009085998382382888,-0.007091677527753237,-0.001090830782496456
1590512680.1863225,-3.656435831338612,-0.7393074940158351,8.880794144724728,0.28,-0.32666666666666666,-0.6488888888888888,-0.00038879048898515735,-0.006544984694978735,0.0017173303915487385
1590512680.1963224,-3.6508022479231146,-0.7362033718846718,8.979785388499756,0.2866428209444173,-0.3241117355341985,-0.6519548062478507,0.0020066382190474796,-0.007548303804502475,0.0017675136832037582
1590512680.2063224,-3.643083831736443,-0.7138323365271138,9.056167663472888,0.29444444444444445,-0.3211111111111111,-0.6555555555555556,0.004699716988600987,-0.007717464684126158,0.0
1590512680.2163224,-3.65,-0.7026511443788686,9.046139700590183,0.29444444444444445,-0.3211111111111111,-0.6555555555555556,0.0028513990049012184,-0.0034297889843636765,0.000578389979462458
1590512680.2263224,-3.6457057344666586,-0.7057057344666586,8.992882796600025,0.29444444444444445,-0.3211111111111111,-0.6555555555555556,-0.009516071865166318,0.004992251784182273,0.0017132298617946852
1590512680.2363224,-3.6447571016145703,-0.7142713048437109,9.01475710161457,0.29444444444444445,-0.3211111111111111,-0.6555555555555556,-0.02258949318941114,0.014953677711935946,0.0016097500701601477
1590512680.2463224,-3.65,-0.7222942191788574,9.004588438357715,0.29872543378952365,-0.3305292876702854,-0.6332944109611437,-0.04122041521942671,0.03106288886508958,0.003862802149567541
1590512680.2563224,-3.664345678488902,-0.712827160755549,8.956962964533293,0.3,-0.3333333333333333,-0.6266666666666667,-0.050983545158951336,0.039292801949412204,0.006710629283709569
1590512680.2663224,-3.67,-0.7256934133050507,8.9295377244633,0.3,-0.3333333333333333,-0.6266666666666667,-0.058015737226483316,0.042022198345384947,0.012200844361632178
1590512680.2763224,-3.6950023640661938,-0.74,8.988756501182033,0.3,-0.3333333333333333,-0.6266666666666667,-0.053995350094721735,0.03504222971875021,0.018407962864340904
1590512680.2863224,-3.7038667700629837,-0.8258652191182312,8.956401240755802,0.3,-0.3333333333333333,-0.6266666666666667,-0.02165708956549223,0.006458124268765689,0.024987206894077334
